Date,Exchange_Rate_GBP_USD,FTSE100_Index,Inflation_Rate,Interest_Rate,GDP_Growth,Unemployment_Rate,CPI
2015-01-21,1.5147384405136108,6728.0,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-22,1.5144860744476318,6796.60009765625,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-23,1.5013211965560913,6832.7998046875,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-24,1.5013211965560913,6832.7998046875,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-25,1.5013211965560913,6832.7998046875,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-26,1.4995876550674438,6852.39990234375,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-27,1.5085458755493164,6811.60009765625,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-28,1.5188103914260864,6825.89990234375,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-29,1.5142338275909424,6810.60009765625,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-30,1.5079090595245361,6749.39990234375,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-01-31,1.5079090595245361,6749.39990234375,0.36804684232536,0.5626,0.3036549906,5.665179,99.2
2015-02-01,1.5079090595245361,6749.39990234375,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
2015-02-02,1.5087052583694458,6782.60009765625,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
2015-02-03,1.5028102397918701,6871.7998046875,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
2015-02-04,1.5142109394073486,6860.0,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
2015-02-05,1.5180034637451172,6865.89990234375,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
2015-02-06,1.5325905084609985,6853.39990234375,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
2015-02-07,1.5325905084609985,6853.39990234375,0.36804684232536,0.56363,0.3036549906,5.665179,99.5
